from,amount,to

24,"$2,448.80",385

437,$290.53,488

375,$133.18,427

418,"$1,978.64",397

439,$744.72,85

52,"$1,082.87",463

48,"$2,807.81",60

174,"$1,875.18",253

115,$830.72,357

44,"$1,941.94",469

252,$30.27,408

112,$342.27,150

347,"$1,662.77",71

473,"$1,389.41",345

47,$768.02,89

368,$292.58,104

372,$271.74,115

372,$570.48,399

112,$430.28,204

282,"$1,701.13",101

121,"$1,877.09",431

155,"$5,151.19",440

422,"$5,699.79",222

211,$774.64,46

127,"$1,699.61",106

125,$73.70,471

386,"$1,906.85",188

487,$265.86,354

233,$234.36,373

362,$657.94,290

402,"$3,328.00",484

343,"$2,327.04",495

425,$550.74,353

495,$930.32,471

327,$727.48,24

328,$359.01,371

372,"$2,614.85",325

58,"$1,734.98",377

340,$446.10,7

423,"$1,820.97",146

354,$452.50,227

164,$23.90,176

382,$299.26,91

365,"$1,321.55",432

373,$657.11,48

466,$252.71,363

105,$737.54,448

208,"$1,167.53",480

298,"$25,529.24",299

401,$629.69,463

500,$946.33,494

404,"$6,081.07",277

254,"$1,166.20",11

88,"$5,322.08",111

382,$821.14,188

363,$790.55,169

133,$652.58,394

242,$436.94,143

127,"$7,109.03",291

216,"$1,799.78",211

135,$700.54,285

8,$171.33,314

35,"$1,796.13",422

164,"$1,186.84",23

141,"$2,608.11",399

338,"$1,335.66",466

458,$605.83,67

164,"$2,520.59",391

385,$467.80,324

33,"$1,433.23",420

67,"$1,394.62",13

354,$143.46,362

257,"$1,166.22",358

260,$434.09,486

166,"$3,968.86",54

350,$917.45,165

96,"$1,047.75",75

319,$469.09,90

279,$70.11,56

473,"$1,095.57",492

12,$349.31,283

322,"$1,652.76",26

122,"$2,340.84",231

385,$637.22,437

100,"$2,292.88",240

247,"$3,504.61",163

280,"$1,964.05",9

167,"$4,168.18",91

72,"$1,121.76",209

174,$937.16,421

236,$319.28,8

135,"$5,905.68",202

475,$339.21,42

251,"$2,448.95",177

203,$360.37,35

448,$110.67,452

205,$628.08,441

219,"$8,208.14",470

10,$384.03,194

472,$768.31,88

142,$789.76,297

108,"$2,629.08",94

392,"$1,364.43",95

267,$290.48,398

432,$995.69,249

399,$752.94,103

119,$396.02,181

314,$742.08,278

490,$846.20,128

69,$319.78,399

299,"$1,583.36",209

7,"$2,822.74",161

192,"$1,912.77",271

23,"$2,775.25",78

39,$184.06,195

61,"$1,454.86",171

330,"$2,628.12",251

14,"$1,192.42",158

11,$615.68,478

219,"$2,425.91",283

316,$316.02,281

324,"$1,179.31",287

263,$781.35,98

287,"$1,527.43",238

46,$403.57,461

304,"$1,509.67",91

27,"$2,566.43",255

270,$648.67,263

19,"$1,637.85",73

273,$530.31,228

358,$722.96,4

130,$259.08,287

334,$884.84,187

195,"$4,374.10",495

441,"$1,080.24",419

11,$272.80,388

266,"$1,385.16",368

441,"$1,509.40",22

451,"$2,049.34",302

106,$459.45,277

496,"$2,596.73",284

17,$375.81,167

109,$829.20,262

432,"$1,143.33",328

453,$390.45,293

496,"$1,093.90",371

206,"$5,490.41",493

214,"$1,009.49",281

497,"$1,204.21",449

226,"$2,366.38",76

329,"$2,179.05",221

30,$328.65,454

451,$631.79,327

334,"$1,078.82",274

40,"$2,514.50",406

440,"$1,187.44",178

39,$619.75,154

445,$242.36,187

368,"$5,640.34",68

366,"$1,031.02",294

57,$929.81,339

52,"$1,981.95",239

442,$970.65,174

72,$906.16,66

70,"$4,077.76",9

203,"$5,179.57",496

429,"$2,239.63",97

368,"$1,181.84",335

461,"$2,419.03",407

358,"$1,861.93",373

159,"$1,009.78",413

416,"$2,705.72",172

104,$377.35,246

29,$369.44,383

11,"$1,925.56",136

400,"$2,222.00",278

146,"$2,412.64",387

113,$605.62,239

189,$168.57,206

91,$440.23,365

38,$385.68,460

186,$445.21,400

250,$700.80,69

160,"$2,260.30",440

115,"$1,260.45",172

409,"$1,718.97",418

159,$269.72,440

272,"$2,467.04",374

465,$254.29,264

450,"$2,422.50",291

184,"$1,232.89",212

271,"$1,077.89",122

188,"$1,482.88",471

447,"$1,893.06",199

293,$702.44,202

139,$482.56,73

121,"$1,627.80",237

480,$463.29,313

318,$584.58,112

5,$611.19,53

355,$876.30,300

241,$309.85,481

122,$749.24,181

17,"$2,009.25",234

463,"$1,349.82",130

409,$617.25,97

105,$972.99,264

29,$826.62,31

478,"$1,744.07",246

21,$334.13,130

384,"$3,448.60",425

230,"$1,009.35",298

61,$594.63,232

80,"$1,398.11",27

151,$516.55,216

124,$364.68,321

1,$211.63,234

491,"$1,026.90",361

94,$230.11,229

144,$512.17,132

238,"$2,245.00",178

1,"$17,518.29",296

370,"$1,719.15",499

79,"$1,132.52",415

89,"$1,235.50",205

72,"$3,664.50",153

327,"$1,402.30",90

478,$520.47,483

220,"$1,567.40",172

57,$226.54,100

246,$298.34,347

353,"$7,158.59",250

162,$146.98,32

244,$382.43,281

140,"$2,436.66",338

352,"$3,074.60",120

40,$416.26,93

426,"$3,457.26",115

281,"$1,116.78",416

476,$68.77,225

83,"$1,712.53",1

179,$602.61,371

213,$498.00,389

338,$862.62,80

302,$464.08,116

251,$654.36,35

405,"$1,846.83",321

155,"$3,006.02",206

338,"$1,501.74",337

353,"$3,670.68",202

318,$850.85,261

366,"$1,444.18",392

127,$315.45,2

110,"$1,544.20",438

380,"$2,519.22",79

53,$981.68,239

263,$958.51,403

157,$367.46,13

495,"$12,537.10",342

293,$926.35,229

110,$396.41,314

94,"$1,263.95",156

340,"$1,581.06",483

271,"$6,741.57",98

470,$92.37,84

240,$249.14,116

326,$487.92,63

104,"$2,252.43",190

132,$116.88,390

329,"$1,630.66",131

320,$666.28,253

312,"$4,418.76",220

101,$683.27,60

498,"$5,224.06",386

22,"$2,205.15",248

348,"$1,262.38",16

333,"$1,793.65",342

222,$634.41,15

300,$504.74,201

79,"$3,513.31",390

52,$744.07,409

307,"$1,283.99",492

325,$932.48,230

201,"$1,623.92",188

82,$205.97,90

174,$201.52,225

431,$358.66,359

351,$273.25,444

418,$532.94,372

478,"$2,512.07",476

140,$723.25,208

260,$150.48,453

323,$255.11,174

282,$663.39,254

330,$72.43,191

142,$398.87,391

295,$599.34,224

277,"$1,965.48",196

338,"$3,875.95",320

376,"$4,710.16",432

460,$720.66,26

188,$477.27,111

323,$695.21,81

463,$393.03,268

291,"$4,173.98",480

78,"$1,283.96",63

166,$324.13,356

70,$356.64,228

265,"$2,221.57",270

266,$278.19,396

296,$740.92,269

304,$392.14,32

210,"$2,158.90",57

290,"$1,775.70",295

64,"$2,419.02",103

152,"$1,626.40",104

420,$328.46,91

18,"$1,918.41",54

136,$461.18,51

344,$610.47,372

59,"$1,261.11",85

384,"$5,003.19",293

208,$358.95,89

285,"$3,676.78",166

125,"$1,625.90",42

364,"$1,729.43",199

437,"$1,400.74",423

459,"$1,079.50",161

87,"$2,851.61",405

226,"$1,429.54",445

431,"$1,976.02",26

80,$537.11,302

235,$95.65,486

474,"$1,178.19",460

315,"$1,545.69",193

319,$546.31,221

474,"$8,802.02",500

88,"$1,208.11",77

323,$682.75,323

142,"$2,036.39",138

38,$287.08,289

419,$427.28,160

288,$588.01,421

110,"$1,680.33",370

228,$792.35,170

429,$277.65,17

39,$343.64,412

328,$476.25,194

98,$443.53,305

396,$870.41,358

322,"$1,502.05",95

112,$264.48,256

436,"$2,144.85",179

220,"$3,795.56",415

366,"$1,538.96",294

281,$372.11,483

29,"$1,563.06",129

78,"$1,124.47",13

197,$818.83,219

50,$157.84,348

98,"$10,728.89",227

249,$548.69,57

84,"$2,731.66",190

166,$855.02,264

113,$940.26,337

34,"$1,998.80",153

469,"$1,989.03",106

309,$454.46,71

484,"$4,365.73",403

214,$262.71,66

316,$34.86,192

327,"$1,114.55",66

172,"$2,424.16",227

264,$513.30,225

114,$996.97,132

411,"$1,579.67",310

30,"$1,239.08",73

78,$413.80,11

186,$311.59,292

454,"$11,503.49",161

225,"$1,067.09",394

215,"$3,148.69",279

333,"$1,102.83",189

115,$684.01,274

94,"$5,301.19",329

230,"$2,397.41",61

389,$423.60,87

100,$464.90,480

173,$582.63,356

225,$444.19,152

180,"$1,192.19",326

153,$466.13,321

296,"$1,001.39",222

464,"$2,423.71",413

468,"$1,838.86",374

332,"$3,368.74",399

30,"$1,343.72",183

165,"$1,397.59",190

211,"$1,284.29",185

467,"$1,209.14",181

357,$563.83,429

292,"$1,230.85",76

458,$547.35,378

89,$708.29,282

133,$137.43,32

396,$325.81,355

289,$258.78,265

472,$185.59,359

147,$351.24,206

299,$332.32,320

311,"$1,072.06",423

462,"$2,335.15",89

164,$687.80,427

8,$207.67,357

130,"$4,020.77",20

328,"$1,651.63",80

300,$790.19,339

10,"$1,963.94",230

433,$433.24,78

467,$422.06,302

67,$467.60,104

76,"$1,390.17",95

306,"$2,630.76",405

247,"$1,126.71",324

224,"$2,270.49",155

321,"$3,291.33",438

172,$204.69,56

450,"$2,514.47",388

192,"$1,573.90",470

117,"$1,259.26",173

133,"$1,329.61",68

379,$749.81,449

257,$165.24,356

377,"$1,689.84",64

339,"$2,798.23",382

327,"$1,748.10",301

382,"$4,417.77",212

349,"$1,320.87",231

286,$426.58,390

100,"$5,203.83",226

76,$257.13,346

290,$771.65,190

302,$382.12,266

1,$541.97,400

232,"$2,940.25",51

317,$497.09,42

459,"$2,372.09",152

434,$639.49,22

261,"$1,945.44",341

185,$181.26,238

307,"$3,855.28",144

329,"$1,196.57",404

81,$388.28,117

129,"$1,243.68",55

344,"$3,912.64",444

49,$421.97,182

44,"$1,057.56",453

3,$588.59,194

348,"$1,539.30",204

413,"$2,271.45",226

403,$650.61,414

403,"$1,801.57",346

134,"$1,175.94",73

141,$317.22,124

394,"$3,145.33",344

481,$957.28,477

226,"$2,756.92",464

476,"$2,815.33",58

79,"$1,194.68",20

329,"$6,209.26",183

207,"$4,561.03",175

154,$332.04,68

59,$879.68,320

225,"$1,246.47",145

262,"$1,610.35",44

57,$715.82,384

437,"$1,846.44",170

371,$253.07,121

238,"$1,201.67",423

227,"$5,007.86",478

124,"$1,185.94",461

31,"$3,384.68",281

383,"$3,370.29",409

68,"$1,040.27",119

129,$292.39,353

273,"$3,427.74",158

85,$333.91,298

122,"$2,128.66",183

356,"$3,833.35",73

179,$947.91,244

232,"$1,088.63",156

369,$832.16,100

205,"$3,836.25",366

281,$530.22,461

343,$566.51,177

212,$748.74,327

168,$641.33,180

484,"$1,156.43",484

254,$965.19,491

86,$302.82,2

190,"$1,939.27",406

379,"$1,041.32",51

45,"$2,737.36",158

288,$360.57,448

83,$247.62,369

228,$533.41,269

479,"$1,865.78",436

329,$980.55,400

371,$129.14,264

353,"$4,065.79",431

362,$136.17,61

264,$778.64,373

499,$299.68,148

476,$799.40,153

445,"$1,323.89",178

79,$898.11,278

77,$320.30,435

197,"$1,247.15",168

406,"$2,555.41",466

352,$464.30,476

367,"$1,149.69",310

472,$355.30,181

104,"$1,301.72",20

273,$150.00,480

78,$872.04,227

250,$579.76,266

192,"$1,887.14",235

406,"$2,631.67",262

256,$193.32,322

363,"$3,284.02",387

24,$272.87,290

434,"$1,319.65",443

195,$815.65,240

212,$592.55,422

151,"$1,332.35",113

25,$471.81,295

228,"$1,089.62",283

165,"$1,065.22",425

311,$960.12,134

49,$641.82,131

157,"$2,482.70",235

39,"$1,711.49",420

352,"$3,342.41",84

426,"$1,166.74",93

197,"$1,516.71",449

484,$620.73,384

238,$568.52,362

140,$90.00,251

55,"$4,681.76",276

15,$183.32,89

243,$800.42,297

30,$875.49,5

283,$345.16,265

103,"$1,871.73",500

474,$271.60,95

81,"$2,603.54",215

285,"$1,563.89",374

393,$482.38,64

43,$834.17,212

49,$96.65,335

352,$409.22,19

63,$293.53,483

273,"$1,832.17",476

299,"$1,697.18",158

385,"$2,417.95",125

313,"$3,425.08",315

415,$42.14,288

423,$848.99,38

157,$422.49,132

220,$793.67,187

465,"$2,156.71",128

446,"$3,614.04",433

456,$596.19,260

291,"$1,627.68",41

495,$245.37,441

258,"$2,447.14",484

70,$576.53,344

29,$596.99,80

212,"$5,064.56",56

364,$602.61,410

368,"$1,654.53",155

497,$344.41,75

121,$805.68,96

161,"$1,613.42",288

41,$400.93,328

484,$969.90,343

139,$584.49,224

49,$830.93,188

269,$540.89,55

280,$826.44,268

191,$677.69,378

413,$838.82,359

216,$763.00,488

336,$161.01,400

91,"$1,369.72",457

117,"$1,107.84",192

421,$231.76,279

334,$798.86,393

494,"$2,349.33",47

258,$940.22,84

195,"$2,013.45",200

83,$216.84,341

342,"$2,533.89",309

14,"$2,046.00",273

433,"$1,119.42",112

424,"$2,670.08",30

237,$620.41,311

79,$77.51,250

416,"$1,466.52",257

390,"$1,618.11",179

392,$903.97,65

213,"$1,767.38",279

106,$932.57,430

8,$647.74,68

110,"$6,603.27",272

353,"$1,720.76",417

357,$548.44,461

133,$687.89,30

484,$900.20,222

329,"$8,632.66",480

127,$764.01,75

276,$198.28,252

7,"$2,931.90",45

219,$474.39,425

283,"$4,066.63",130

57,"$1,390.84",384

464,"$1,512.14",350

379,"$1,093.07",31

348,"$1,167.33",405

80,"$1,872.03",151

341,"$3,045.01",390

156,"$1,012.66",496

289,$922.36,193

32,"$1,405.08",430

92,$609.40,268

448,"$2,459.91",20

435,"$1,134.75",457

106,$979.60,372

16,"$1,337.26",387

499,"$2,395.93",208

407,$519.32,300

300,$552.58,147

490,$413.20,164

479,"$1,620.19",27

149,$148.83,69

157,$390.60,108

307,"$3,104.27",226

285,$182.12,106

91,"$1,250.83",498

67,"$1,588.12",279

412,$248.24,46

398,"$1,084.71",141

458,$549.32,160

45,"$1,793.41",333

255,$190.50,87

258,"$5,334.74",438

140,$95.56,491

496,"$2,139.37",475

13,$655.84,359

275,"$1,154.85",293

349,"$1,953.55",102

66,$199.46,425

157,"$1,898.80",139

172,"$2,560.10",145

13,$595.85,238

492,"$1,001.31",296

10,$250.82,159

377,"$1,672.87",399

424,"$2,157.66",304

3,"$1,600.10",226

43,"$1,859.73",115

483,$523.12,122

95,"$1,950.42",336

464,$494.66,134

491,$871.30,379

174,"$8,127.49",35

150,"$1,516.93",110

209,$795.65,13

48,"$1,075.52",218

146,"$1,617.80",350

297,$889.68,85

301,"$3,650.47",256

268,$921.93,401

104,$231.12,365

305,"$1,836.33",290

427,"$1,580.29",173

282,$541.89,211

39,$671.48,459

82,$335.94,496

103,$566.04,107

140,"$3,994.40",452

184,$208.84,456

353,"$2,669.78",485

212,"$1,261.90",222

294,"$3,886.77",389

27,"$3,055.20",178

151,$908.95,366

4,$669.01,426

188,"$1,161.24",17

158,"$2,035.30",242

188,$666.94,111

138,$940.27,145

73,"$1,411.98",453

125,$637.51,340

211,$954.39,330

399,"$1,649.73",144

460,$130.60,35

274,"$1,291.01",144

7,$146.84,283

273,$237.32,51

390,$590.91,38

260,"$7,139.00",11

286,"$1,147.22",256

141,"$1,193.81",339

408,$556.64,427

232,$608.18,430

21,$926.37,37

441,"$1,099.14",82

150,"$8,471.98",80

357,"$2,229.02",486

162,$179.16,194

493,"$3,615.28",153

299,"$1,130.95",385

87,"$1,283.28",439

5,"$4,417.38",115

309,"$2,321.99",436

137,"$1,454.31",236

78,$278.23,120

112,$124.71,301

459,"$3,050.11",245

307,$945.68,115

315,"$1,070.51",337

369,"$1,387.14",189

182,"$2,383.38",495

455,$934.11,477

179,$855.42,309

42,$587.25,371

264,$986.14,236

194,"$1,750.21",492

8,$683.99,253

454,"$2,073.74",293

473,$723.08,201

400,$964.46,253

229,"$2,326.72",187

477,$860.10,33

332,$355.30,453

140,$644.99,273

110,$399.30,413

51,$329.61,8

150,"$1,022.48",297

326,$791.12,208

105,$859.24,346

167,"$1,171.37",464

166,"$1,594.13",192

178,$114.43,95

136,$337.53,471

308,$379.78,335

179,"$2,109.73",62

344,$795.93,420

36,$371.60,94

4,$464.50,297

244,"$1,266.34",189

24,$950.85,469

63,"$1,141.44",232

392,"$2,535.07",266

356,$998.65,487

236,$261.02,315

417,$362.12,403

466,$658.94,94

225,"$1,552.09",220

498,"$1,281.09",465

326,"$3,503.08",141

108,"$1,008.81",29

85,"$1,955.76",88

340,"$2,148.37",373

171,"$1,274.66",149

159,"$3,224.16",186

261,$93.39,498

98,$457.54,3

227,$202.61,291

184,"$2,744.26",71

119,$187.47,82

227,$722.96,500

375,$668.49,136

498,"$2,931.18",359

315,"$4,154.96",150

187,$394.17,458

348,"$1,720.69",470

272,$553.92,462

221,"$6,352.68",219

49,"$2,385.50",104

495,$411.29,417

330,$661.96,320

61,"$2,045.57",312

380,$819.88,386

478,"$1,335.89",119

393,$539.42,129

194,"$3,575.93",6

141,"$1,319.78",122

313,"$3,387.41",34

243,$474.90,9

463,$381.30,96

229,$390.02,48

22,"$1,098.10",91

211,"$3,809.04",314

489,"$3,268.17",430

97,$641.03,450

323,"$1,260.76",4

417,"$4,485.77",254

167,"$1,009.57",363

48,"$1,539.11",59

500,"$1,155.10",453

440,"$1,965.04",476

195,$163.17,35

271,$591.65,194

97,"$3,105.82",339

305,$408.70,468

311,$156.03,489

431,$476.87,310

108,$168.32,467

321,"$1,471.41",428

488,$930.27,112

46,$521.58,407

161,"$2,154.16",80

35,$289.62,55

333,$619.60,271

415,"$1,424.44",4

493,"$1,230.79",457

284,"$4,455.23",153

101,"$2,000.12",118

79,"$1,710.55",168

327,$756.96,65

329,$632.07,72

494,"$2,999.31",396

474,$197.39,106

137,$489.88,132

132,"$2,396.94",402

318,$277.93,488

265,$201.86,42

101,$410.52,115

178,$728.36,489

81,"$1,249.61",447

470,$771.32,480

308,"$3,712.18",297

488,"$1,562.47",336

497,$758.71,110

385,$144.21,361

325,"$1,276.44",494

258,$452.05,308

299,$526.18,482

265,$644.12,199

319,$826.06,218

102,"$1,110.15",185

491,$332.09,254

95,"$1,278.30",91

224,$138.46,38

313,$547.07,445

321,$589.38,425

263,"$1,129.39",341

403,$724.59,122

350,$877.03,59

259,"$1,506.65",446

168,"$2,130.69",480

320,$971.05,116

208,$189.22,366

377,"$2,087.95",50

177,"$2,350.90",206

167,"$2,926.48",348

244,$181.74,277

484,$584.52,400

383,$347.59,443

186,$792.39,201

67,"$8,105.78",245

134,$934.12,302

261,$400.34,469

20,$710.20,277

153,$955.99,495

184,"$1,035.11",231

375,$554.69,68

464,$572.97,103

171,$333.86,149

140,"$5,401.30",65

108,"$1,013.43",191

332,"$1,165.92",172

307,$704.48,165

95,"$1,072.84",149

487,$629.49,138

86,$345.64,57

16,"$2,022.95",197

394,"$1,364.98",495

151,"$3,447.35",90

289,"$2,139.28",438

8,$196.25,133

340,"$2,336.88",9

379,"$2,677.65",174

319,"$2,064.75",260

25,"$1,066.23",302

302,$557.51,128

459,"$3,247.41",439

278,$241.74,445

328,"$2,421.74",452

483,$333.36,119

432,"$3,589.33",191

431,"$2,158.52",305

380,"$2,094.32",272

175,$262.07,193

132,$774.32,181

192,$283.21,191

353,$627.96,1

102,"$1,321.72",496

120,"$1,889.28",447

255,"$2,056.36",80

133,$640.49,12

28,$482.96,77

287,"$1,340.66",65

191,$272.60,28

272,$768.35,219

28,$887.87,233

7,$742.16,443

207,"$3,099.46",447

416,"$1,118.52",358

280,$927.82,181

256,"$3,477.62",17

144,$197.16,100

194,$413.24,256

365,"$2,042.14",226

500,"$1,479.98",70

191,$391.94,182

158,"$9,110.83",452

90,$756.86,266

126,"$4,176.15",146

423,"$1,017.97",141

56,$940.03,132

482,"$1,496.35",218

128,$428.52,102

308,"$2,013.68",216

332,$652.76,369

361,$437.76,407

283,"$2,023.11",463

335,"$1,673.48",196

142,"$1,134.60",109

450,"$1,026.87",107

484,"$2,473.85",263

127,$678.54,162

369,"$1,737.76",474

275,$131.74,461

473,$574.49,286

374,$759.52,205

498,$947.26,132

193,$583.68,296

434,"$2,279.11",194

344,"$3,953.81",329

323,"$1,402.95",179

45,$298.23,17

472,"$3,688.49",208

104,$174.29,1

208,"$3,341.55",328

454,$266.36,252

403,"$1,314.64",358

470,"$2,820.67",212

239,$69.26,293

397,"$4,623.08",70

292,"$1,780.85",186

381,"$3,669.87",375

314,"$2,158.06",160

16,$712.15,159

38,$345.19,243

327,$498.55,263

149,$697.22,249

455,"$2,669.89",276

374,$459.47,498

258,"$4,284.62",491

59,$869.44,455

369,$954.37,142

36,"$3,294.73",7

197,$704.29,97

477,$422.30,423

287,"$4,264.81",289

453,"$6,761.89",471

46,"$1,862.64",24

277,$312.65,222

33,"$1,313.77",254

268,$950.19,293

158,"$3,389.63",327

104,"$1,320.53",479

222,"$1,019.63",174

177,"$2,071.81",223

278,$329.42,439

338,$438.88,39

467,$482.80,75

98,"$1,272.36",337

209,$795.59,124

108,$249.57,444

236,$450.51,272

457,$209.43,42

440,$277.23,301

414,"$6,697.22",458

45,$222.11,149

3,$860.34,428

9,"$2,204.15",353

288,"$5,793.07",179

68,$966.11,221

347,"$1,843.80",235

224,"$1,492.85",132

370,"$1,255.23",347

348,"$1,359.71",295

269,"$1,012.21",418

206,"$3,506.42",209

223,"$5,207.82",17

250,"$2,151.48",87

355,"$1,297.03",143

478,"$1,219.36",395

446,$283.48,350

104,"$3,440.32",491

289,$258.86,99

93,$877.50,9

385,$468.17,219

286,$440.94,451

325,$847.42,492

137,$190.82,112

489,"$1,212.02",469

412,"$6,539.91",491

304,"$21,892.31",436

215,$500.29,47

120,"$8,433.49",239

401,"$5,719.61",273

401,"$1,947.41",95

55,"$2,260.66",247

446,$289.21,111

122,"$1,631.69",126

364,$969.65,324

286,$590.50,269

414,"$1,601.71",387

51,"$1,374.27",378

196,$718.65,265

243,$347.80,40

303,"$1,489.91",76

469,"$1,336.32",136

294,"$1,564.59",246

387,$765.47,17

430,$602.06,173

237,"$2,508.59",344

135,$115.86,169

437,"$10,886.72",298

384,"$1,041.26",311

50,$440.21,280

249,"$2,218.46",88

49,"$2,257.35",319

138,"$1,343.26",244

292,"$21,564.87",5

338,$927.29,328

260,$778.36,305

196,$695.91,77

477,"$2,388.63",262

426,"$1,988.92",496

114,"$2,183.58",70

275,$239.95,336

149,$338.52,261

175,"$1,059.90",102

91,$222.13,20

443,$257.55,56

192,$920.12,103

349,$117.54,204

400,"$1,060.84",178

163,"$4,820.65",321

162,$881.56,37

319,$610.36,62

451,"$1,069.78",436

156,$584.61,190

104,$774.30,181

340,"$1,891.97",423

109,"$1,602.87",461

15,$274.65,20

463,$295.38,53

182,$489.50,170

235,"$2,244.99",377

227,$294.10,293

313,$353.94,217

475,"$1,052.36",430

468,$352.15,15

77,$517.58,181

184,$945.75,66

86,"$1,459.36",484

72,$731.08,246

146,"$5,292.29",429

482,$705.96,384

99,"$3,472.63",160

81,$210.93,217

120,"$1,970.86",53

25,"$1,786.75",241

156,"$1,926.22",458

23,"$7,777.22",192

37,$536.35,266

123,$599.12,20

230,"$1,219.39",266

450,"$3,740.84",217

426,"$3,051.52",493

242,$461.19,7

229,$437.63,362

53,"$2,600.29",11

83,$467.35,279

13,$643.38,302

477,"$3,462.70",29

355,"$3,286.62",169

201,"$1,997.99",39

313,$871.37,14

467,$796.42,77

243,"$3,609.46",37

2,"$2,338.39",262

455,$552.52,457

75,$356.69,440

377,$595.88,115

299,$537.87,345

16,$848.20,253

454,$345.79,62

51,"$13,536.87",162

456,$595.04,482

161,$702.18,323

488,$637.95,144

265,$693.81,384

413,"$10,262.12",242

121,$179.42,65

348,"$2,337.10",208

263,$660.85,500

342,"$1,177.86",21

275,"$1,888.34",448

256,"$1,975.18",227

451,"$11,041.98",214

146,$393.58,285

310,$372.93,1

35,"$4,211.06",428

72,$752.19,42

316,$617.47,478

216,"$4,292.16",484

418,"$7,776.97",70

182,"$1,022.06",455

25,$633.32,414

28,$144.02,338

427,$341.76,470

460,"$1,396.12",122

350,$363.62,94

124,"$1,134.21",70

117,$996.61,222

39,$208.19,498

288,$984.93,477

28,$692.90,130

387,$353.16,310

476,$924.43,104

90,$216.63,119

176,$600.92,313

23,$116.83,80

43,$896.19,398

249,"$1,121.92",202

287,"$1,281.85",43

485,"$3,670.32",334

282,$397.88,223

57,"$3,333.55",340

84,"$1,264.87",428

409,$648.44,280

3,$432.35,395

45,$378.19,253

242,$633.06,149

166,$551.09,486

316,"$2,116.97",415

340,$484.03,215

360,"$1,329.16",437

89,$392.57,125

109,"$2,163.54",124

333,"$1,068.98",327

405,"$1,175.17",394

352,"$1,477.04",450

423,$797.76,216

202,"$1,708.28",98

489,"$1,371.68",411

38,$968.88,65

429,$55.85,26

176,"$4,066.97",496

147,"$3,148.11",151

30,"$2,362.36",207

113,"$5,336.31",302

121,"$1,432.11",387

376,$575.95,463

400,"$1,545.13",74

391,"$1,124.85",160

100,"$1,728.94",5

98,$407.16,57

72,$984.84,23

3,$614.35,226

255,$758.72,405

391,$651.38,94

129,"$1,057.61",40

441,$878.47,90

482,"$9,218.28",353

245,"$2,309.53",175

327,$361.49,313

285,$329.55,354

250,$472.52,293

32,"$1,221.96",249

194,"$4,830.14",407

242,"$5,579.91",154

136,"$1,848.89",236

93,"$2,014.71",161

1,"$2,824.21",360

189,"$1,672.43",322

241,"$2,855.78",22

358,$299.71,92

427,"$1,638.35",50

33,"$1,536.66",256

4,$433.88,276

381,$876.83,332

449,"$12,690.64",141

119,"$1,175.42",21

399,"$1,546.20",291

363,$554.85,21

335,"$1,897.49",165

478,"$7,121.80",157

